Majority protein IDs	sample 5	sample 6	sample 7	sample 8	sample 9	sample 10	sample 11	sample 12	sample 13	sample 15	sample 16	sample 17	sample 18	sample 19	sample 20
Q9JK42	NA	NA	26.564	NA	NA	NA	NA	NA	25.81	26.187	26.167	25.868	24.061	26.294	25.642
Q9JK48;Q9JK48-2;Q9JK48-3	28.582	28.383	28.367	28.427	28.201	28.546	28.427	28.889	28.627	28.288	28.478	28.522	28.872	28.634	29.046
Q9JK81	29.545	29.522	29.937	29.6	29.629	29.441	29.752	29.854	29.526	30.001	29.828	29.815	29.498	30.013	29.642
Q9JK91	25.992	25.732	26.688	25.46	24.133	25.626	26.483	25.282	26.359	26.873	25.819	26.88	26.132	26.654	26.193
Q9JKB1;P58321	28.942	29.152	29.69	29.339	28.579	29.458	29.712	29.787	29.015	30.551	29.469	29.071	29.539	30.367	29.922
Q9JKB3-2;Q9JKB3	25.85	25.615	25.534	25.713	26.066	26.108	26.035	26.122	26.217	26.169	25.64	26.497	26.129	26.023	26.164
Q9JKC7	26.307	NA	26.54	26.119	NA	NA	26.559	26.373	26.998	26.397	26.45	26.109	26.539	26.288	NA
Q9JKC8	28.287	28.233	28.053	27.786	28.42	28.014	27.802	28.022	28.373	27.742	28.029	28.323	28.144	27.831	28.019
Q9JKF1	33.994	34.077	34.084	34.185	33.946	34.083	33.741	34.269	34.029	33.756	34.17	34.252	34.199	33.95	34.149
Q9JKF7	27.261	27.323	27.69	27.383	27.463	27.496	27.663	27.016	27.655	27.849	27.599	27.806	27.812	28.204	27.264
Q9JKJ9	24.359	23.017	28.416	NA	23.523	NA	27.528	NA	NA	27.853	22.918	24.911	NA	28.185	NA
Q9JKK1-2;Q9JKK1	26.184	26.377	26.236	26.014	26.036	26.447	25.872	26.138	26.6	26.098	26.802	26.567	26.759	26.248	26.433
Q9JKK7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.285	NA
Q9JKK8	24.878	24.659	25.411	24.468	NA	24.553	24.825	24.568	24.035	25.67	24.806	24.856	24.601	25.505	24.623
Q9JKL4	25.878	26.199	27.119	26.369	25.38	26.092	26.987	26.617	26.133	27.351	26.948	25.72	26.351	27.149	26.489
Q9JKN1	25.276	NA	25.496	NA	25.191	24.851	25.617	NA	25.28	25.666	24.931	25.415	25.083	25.608	25.459
Q9JKP5	30.341	29.996	29.938	30.339	30.196	30.05	30.372	30.113	30.21	29.855	29.957	30.353	30.103	30.065	30.254
Q9JKP7	27.284	26.91	26.698	26.719	27.25	27.075	26.967	26.844	27.286	26.636	26.766	26.911	26.902	26.953	27.039
Q9JKP8	26.689	26.447	25.999	26.507	26.525	26.496	26.413	26.199	26.717	25.9	26.247	26.339	26.652	26.649	26.49
Q9JKR6	31.897	31.42	31.149	31.334	31.451	31.131	31.02	31.285	32.048	31.208	31.536	32.008	31.452	31.065	31.292
Q9JKV1	28.756	28.642	28.864	28.221	28.692	28.586	28.58	28.73	28.832	28.613	28.512	28.742	28.442	28.519	28.058
Q9JKV5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.003	NA	25.212
Q9JKW0	26.301	26.423	26.485	25.991	NA	26.031	25.919	25.946	NA	26.02	25.821	26.8	26.59	26.347	27.286
Q9JKX4;Q9JKX4-2;Q9JKX4-3	26.843	26.991	27.472	27.41	26.754	27.43	27.448	27.391	27.017	28.216	27.759	27.224	27.541	27.916	27.805
Q9JKX6	28.448	28.291	28.826	28.403	28.344	28.273	28.949	27.947	28.192	29.149	28.413	28.58	28.083	28.882	28.394
Q9JKY0	28.821	28.765	28.624	28.304	28.84	28.74	28.373	28.344	28.665	28.29	28.552	28.729	28.669	28.218	28.395
Q9JKY5	30.837	31.084	30.192	30.946	30.756	31.164	30.084	31.012	30.949	29.943	30.882	30.769	30.934	30.085	30.987
Q9JL04	NA	25.287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9JL15	24.222	24.691	24.07	25.085	24.633	24.37	24.676	NA	24.463	25.34	25.248	25.406	25.52	25.555	25.912
Q9JL16-2;Q9JL16	27.083	NA	26.687	26.541	26.477	27.011	26.288	26.79	27.3	26.539	26.501	26.507	26.504	26.537	26.649
Q9JL19	26.215	26.239	25.951	26.158	25.815	25.979	25.569	25.23	25.898	26.207	26.005	26.408	26.558	26.008	25.959
Q9JL26	32.02	31.973	31.276	32.066	31.754	31.852	31.21	32.127	31.873	31.135	32.021	31.777	31.885	31.231	32.021
Q9JL26-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.562	NA	NA	NA	NA
Q9JL35	30.665	30.591	29.564	30.284	30.829	30.504	29.718	30.366	30.986	29.527	30.056	30.585	30.196	29.428	30.051
Q9JL56	23.983	24.29	23.924	24.028	23.807	24.131	23.918	23.349	NA	24.096	NA	23.556	24.365	24.325	23.783
Q9JL60	27.695	27.743	27.43	27.694	27.707	27.738	27.36	28.083	28.079	27.655	27.932	28.091	27.837	27.571	27.662
Q9JL61	28.479	28.641	28.476	28.952	28.407	28.644	28.624	28.895	28.354	28.804	29.058	28.614	29.019	28.86	29.332
Q9JL62	28.484	28.607	29.085	28.585	28.565	28.701	29.225	28.979	28.729	29.273	28.908	28.405	28.576	28.973	28.686
Q9JL70	20.483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9JLB0-2;Q9JLB0	25.982	25.936	26.241	25.779	25.845	25.591	25.926	NA	25.922	25.475	25.63	25.731	25.741	25.822	25.954
Q9JLC6	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.168	NA	NA	NA	NA	22.499
Q9JLC8;Q9JLC8-3;Q9JLC8-2	26.831	27.024	26.814	26.308	26.591	25.136	27.093	26.834	26.493	26.815	25.952	27.305	27.109	26.935	27.094
Q9JLF6	24.307	24.221	NA	24.468	25.638	NA	24.339	NA	24.959	23.997	24.963	24.023	24.78	NA	24.687
Q9JLG8-2;Q9JLG8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.13	NA
Q9JLI6;Q9JLI6-2	27.402	28.019	29.059	28.351	27.662	27.97	28.817	28.489	27.694	29.418	29.01	28.292	28.403	29.045	28.79
Q9JLI8	31.001	31.13	31.09	31.223	31.038	30.984	31.147	31.127	30.82	31.147	31.213	30.917	31.088	31.017	31.182
Q9JLJ1	NA	NA	NA	NA	NA	NA	NA	NA	22.486	NA	NA	NA	NA	NA	NA
Q9JLJ2	31.097	31.081	31.296	31.196	30.965	31.066	31.067	31.179	30.969	30.959	30.9	31.131	30.879	31.067	31.217
Q9JLJ5	NA	23.251	NA	NA	NA	NA	NA	23.33	NA	23.112	NA	23.06	NA	22.683	22.994
Q9JLM4	24.89	NA	25.241	25.671	25.394	25.421	25.364	25.149	25.437	25.49	24.956	25.488	25.468	25.497	25.304
Q9JLN9	27.756	27.627	27.775	27.523	27.602	27.571	27.406	27.551	27.748	27.574	27.794	27.804	27.56	27.47	27.313
Q9JLQ0	29.325	29.574	30.333	30.245	29.444	29.663	30.189	29.988	29.153	30.005	29.952	29.437	29.672	30.334	30.42
Q9JLQ2	29.625	29.854	29.802	29.995	29.638	29.807	29.723	29.878	29.607	29.774	29.997	29.646	29.885	29.836	30.106
Q9JLR9	NA	NA	NA	NA	NA	24.392	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9JLT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.934	NA
Q9JLT4-4;Q9JLT4;Q9JLT4-2;Q9JLT4-3	26.677	27.418	28.046	28.211	26.853	27.483	28.398	27.991	26.961	28.374	28.48	26.815	27.491	28.374	27.664
Q9JLV5	29.223	29.28	29.224	29.269	29.299	29.262	29.168	29.225	29.269	29.189	29.173	29.273	29.202	29.133	29.262
Q9JLV6;Q9JLV6-2	29.826	30.316	30.54	30.949	29.761	30.221	30.403	30.656	29.451	30.465	30.903	29.748	30.376	30.346	31.077
Q9JLZ3	27.081	26.83	26.838	26.689	26.734	26.659	27.197	26.9	26.948	26.946	26.678	26.95	26.737	26.972	26.37
Q9JLZ8;Q9JLZ8-2	24.349	NA	24.258	NA	NA	24.427	NA	NA	NA	NA	24.407	24.008	24.256	NA	24.39
Q9JM05	26.045	26.171	25.657	26.145	26.452	26.073	25.792	25.907	26.248	25.998	26.085	26.258	26.472	26.065	26.052
Q9JM13	24.482	26.129	25.964	27.142	26.224	26.538	26.815	27.374	26.326	26.487	27.721	26.675	27.481	26.946	27.781
Q9JM14	29.684	29.325	29.914	29.964	29.227	29.585	30.234	29.899	29.472	29.958	29.901	29.448	29.28	29.949	29.644
Q9JM52-2;Q9JM52;Q9JM52-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.504	NA	NA	NA	NA	NA
Q9JM73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.925	NA	NA	NA	NA
Q9JM76	32.099	31.815	32.482	32.373	31.053	31.97	32.26	32.037	31.152	31.9	31.965	31.569	31.803	32.497	32.375
Q9JM90	27.357	28.57	29.153	29.322	27.7	28.908	29.081	29.426	27.221	28.781	29.169	27.122	28.461	28.862	29.127
Q9JM93	NA	25.144	24.842	24.389	NA	24.333	25.258	25.089	NA	24.783	24.879	25.107	NA	NA	NA
Q9JM98	NA	NA	24.26	24.572	NA	NA	NA	NA	NA	NA	25.654	24.613	24.824	NA	25.631
Q9JMA1	30.167	29.92	30.182	29.917	30.041	29.964	29.838	29.977	30.153	30.131	29.971	30.325	30.161	30.166	29.833
Q9JMA2	26.251	26.028	26.766	26.216	26.16	26.121	26.677	26.242	26.188	26.793	26.063	26.321	26.187	26.607	26.236
Q9JMC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.801	NA	NA	NA	24.115	NA
Q9JMD0-4;Q9JMD0-3;Q9JMD0-2;Q9JMD0	30.341	30.196	29.654	30.283	30.144	30.163	30.231	29.907	29.862	30.231	30.246	30.444	30.374	30.223	30.831
Q9JMD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.534	22.979	22.843	23.313	23.564	22.599
Q9JMD3	NA	NA	26.742	NA	NA	24.725	26.423	25.274	NA	26.23	25.101	NA	25.301	26.322	25.475
Q9JME5	NA	NA	21.886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9JME7	25.083	25.614	25.61	25.75	25.211	25.731	25.84	25.831	25.502	25.712	26.093	25.301	25.848	26.133	25.818
Q9JMF7	24.377	24.751	24.453	NA	NA	NA	NA	NA	24.589	NA	24.515	24.565	24.536	24.404	24.226
Q9JMG1	29.071	28.884	28.373	29.343	29.207	29.297	28.519	28.829	29.21	28.27	28.748	29.482	29.373	28.641	29.338
Q9JMG2	25.537	25.084	23.7	24.69	25.013	25.1	NA	NA	25.063	NA	NA	25.118	24.73	NA	24.797
Q9JMG3-2;Q9JMG3	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.71	24.782	24.183	NA	NA	25.225
Q9JMG7;Q9JMG7-2	NA	NA	26.302	NA	NA	NA	26.579	NA	NA	26.519	NA	NA	NA	26.587	NA
Q9JMH6-2;Q9JMH6	28.318	28.632	29.691	28.997	28.379	28.534	29.466	29.107	28.628	29.559	29.199	28.507	28.728	29.371	29.178
Q9JMH9-2;Q9JMH9;Q9JMH9-6;Q9JMH9-5;Q9JMH9-7;Q9JMH9-1;Q9JMH9-4	30.917	31.016	30.386	30.755	30.798	30.763	30.273	30.722	30.847	30.245	30.736	30.581	30.738	30.223	30.563
Q9JMK0	NA	NA	NA	NA	NA	NA	NA	25.327	NA	NA	NA	NA	NA	NA	NA
Q9QUG2;Q9QUG2-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.879	NA	NA	NA	23.341	NA
Q9QUG9;Q9QUG9-2	29.248	29.793	28.887	29.698	29.16	29.681	28.631	29.703	29.33	28.557	29.419	29.161	29.372	28.401	29.233
Q9QUH0	28.837	28.178	28.722	27.523	28.467	28.46	28.467	27.934	28.454	28.477	27.082	28.436	27.857	28.447	27.029
Q9QUI0;Q62159	32.015	32.169	31.869	32.369	31.423	32.152	32.06	32.291	31.39	31.76	31.796	32.134	32.2	32.302	32.738
Q9QUJ7-2;Q9QUJ7	27.454	26.948	27.113	26.742	27.206	27.075	26.799	26.789	27.444	26.974	26.833	27.502	27.076	27.237	27.072
Q9QUK4	NA	NA	22.806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.499	21.592
Q9QUM0	NA	NA	NA	NA	NA	NA	NA	NA	23.388	NA	NA	22.76	NA	NA	NA
Q9QUM4-2;Q9QUM4	NA	24.324	NA	24.85	NA	24.605	NA	24.604	NA	23.898	25.485	NA	25.227	NA	25.138
Q9QUM9	31.353	31.418	31.94	31.332	31.397	31.538	31.729	31.489	31.019	31.761	31.383	31.52	31.114	31.915	31.271
Q9QUN3	28.723	28.784	29.274	28.525	28.793	28.457	29.247	28.358	28.82	29.113	28.654	28.913	28.432	29.464	28.926
Q9QUN7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.131	NA	NA	NA
Q9QUR6	31.821	31.49	30.706	30.355	31.903	31.404	30.398	30.554	31.803	30.478	30.55	31.816	31.185	30.412	30.161
Q9QUR7	28.388	27.904	27.457	27.588	28.576	28.259	27.558	27.464	28.547	27.713	27.795	28.526	28.084	27.532	26.749
Q9QUR8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.146	NA
Q9QVN7	25.276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9QVP9	30.869	31.487	31.353	31.821	30.804	31.517	31.217	31.863	30.795	31.321	31.982	31.031	31.597	31.398	31.945
Q9QVY8	NA	NA	21.867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9QWF0	NA	NA	NA	NA	24.513	NA	NA	NA	NA	NA	NA	24.465	NA	NA	NA
Q9QWH1-2;Q9QWH1	26.297	26.77	27.173	26.789	26.195	26.4	27.197	26.572	26.508	27.499	27.067	26.527	26.751	27.448	26.933
Q9QWR8	25.028	25.146	26.298	25.764	NA	25.447	25.885	25.389	25.554	26.681	25.913	25.681	25.803	26.672	25.731
Q9QWT9-3;Q9QWT9-2;Q9QWT9	27.001	26.21	NA	NA	27.086	25.833	NA	NA	26.599	25.084	24.931	26.987	26.293	24.928	23.982
Q9QWV9	28.007	27.704	27.658	27.487	27.568	27.707	27.269	27.428	27.692	27.653	27.434	27.993	27.933	27.708	27.707
Q9QWY8-4;Q9QWY8-3;Q9QWY8;Q9QWY8-2	26.912	27.28	27.121	27.482	27.237	27.173	27.178	27.562	27.081	27.229	27.511	27.207	27.633	27.405	27.448
Q9QWZ1;Q9QWZ1-2	25.928	26.132	26.325	26.591	26.113	25.64	26.512	26.32	25.659	26.776	26.803	26.014	25.987	26.264	26.934
Q9QX11-2;Q9QX11	27.492	27.913	28.397	28.369	27.648	28.003	28.518	28.496	28.293	28.374	28.687	27.81	28.132	28.59	28.469
Q9QX47-3;Q9QX47	30.573	30.595	30.387	30.585	30.498	30.583	30.469	30.419	30.704	30.697	30.601	30.562	30.784	30.62	30.654
Q9QX47-2	NA	NA	NA	NA	NA	NA	24.099	NA	24.463	NA	23.868	24.286	24.53	24.48	23.961
Q9QX47-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.043	NA	NA	NA	23.641
Q9QX60-2;Q9QX60	27.28	28.276	29.557	29.329	27.662	28.359	29.296	29.276	27.848	29.287	29.46	27.638	28.515	29.218	29.032
Q9QXA1	25.045	24.85	25.47	25.102	24.975	25.186	25.049	NA	25.377	25.284	25.333	25.185	25.135	25.436	24.546
Q9QXA1-2	NA	NA	24.447	NA	NA	NA	NA	NA	24.629	NA	NA	NA	NA	24.394	NA
Q9QXA5	29.023	28.98	29.366	29.584	29.169	28.823	29.188	29.964	29.324	29.527	29.95	29.328	29.479	29.89	30.177
Q9QXB9	28.496	28.345	28.626	28.239	28.654	28.604	28.438	28.255	28.361	28.443	28.229	28.376	28.392	28.607	28.165
Q9QXD8	28.593	28.311	27.873	28.29	28.252	28.479	27.875	28.498	28.824	28.177	28.738	28.856	28.517	27.937	28.567
Q9QXE0	23.998	NA	NA	NA	NA	NA	24.032	NA	NA	NA	NA	23.504	23.749	24.272	23.622
Q9QXE2	23.103	25.145	26.337	25.738	NA	NA	25.558	NA	NA	26.679	26.226	23.6	24.531	26.284	25.971
Q9QXE4	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.288	NA	NA	NA	NA	NA
Q9QXE7	27.555	27.549	26.955	27.405	27.74	27.34	26.764	27.123	27.455	26.703	26.831	27.381	27.342	26.695	26.832
Q9QXG2	26.237	26.735	27.01	26.884	25.484	26.646	26.796	26.819	26.684	26.921	27.064	26.664	26.704	26.37	27.402
Q9QXG4	NA	24.756	23.698	26.116	24.255	25.571	23.54	26.047	24.318	25.235	26.489	25.118	25.089	24.995	26.526
Q9QXG9	25.935	25.673	26	25.75	NA	25.946	25.788	25.844	25.387	26.034	25.689	25.991	25.833	26.087	25.69
Q9QXK2	24.268	NA	24.725	NA	NA	NA	NA	NA	NA	NA	NA	24.293	24.168	24.454	23.671
Q9QXK3-4;Q9QXK3	29.978	29.763	30.54	29.524	30.039	29.784	30.514	29.622	29.941	30.533	29.748	30.13	30.104	30.652	29.797
Q9QXK7	29.922	30.219	29.801	30.099	29.834	29.931	29.825	30.104	29.931	29.917	30.167	29.961	30.096	29.955	30.171
Q9QXK9-2;Q9QXK9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.296	22.874
Q9QXL1	26.871	26.991	25.348	26.413	26.267	26.866	NA	26.497	26.769	24.079	26.961	27.23	27.548	25.803	26.992
Q9QXL2-3;Q9QXL2-2;Q9QXL2-4;Q9QXL2	NA	26.266	NA	NA	NA	27.448	27.967	NA	NA	NA	28.725	NA	NA	28.015	NA
Q9QXL8	24.104	NA	24.828	25.105	24.521	NA	23.988	24.697	24.674	NA	25.099	25.132	24.892	23.595	25.966
Q9QXM1;Q9QXM1-3	NA	NA	23.593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.117	NA
Q9QXN3-2;Q9QXN3	24.531	NA	24.88	24.51	NA	24.257	NA	NA	25.073	25.263	25.504	25.369	25.227	24.865	25.654
Q9QXS1-2;Q9QXS1;Q9QXS1-10;Q9QXS1-9;Q9QXS1-12;Q9QXS1-11;Q9QXS1-13;Q9QXS1-5;Q9QXS1-16;Q9QXS1-4;Q9QXS1-14;Q9QXS1-6;Q9QXS1-7;Q9QXS1-8;Q9QXS1-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.04	NA	NA
Q9QXS1-3	30.095	30.552	29.998	31.15	30.029	30.591	29.933	31.148	29.995	30.022	31.149	30.241	30.858	30.192	31.46
Q9QXT0	28.199	27.446	27.642	26.86	27.719	27.442	27.308	26.724	28.241	27.466	27.287	27.995	27.24	27.272	26.812
Q9QXT1	25.676	25.776	26.176	25.762	25.041	25.576	25.66	25.463	25.76	25.817	25.819	25.631	25.943	26.076	25.798
Q9QXV1	28.491	28.216	27.887	28.113	28.342	28.299	27.564	28.257	28.114	27.88	27.463	28.809	28.373	27.706	27.863
Q9QXV3	25.726	25.965	26.165	25.746	25.82	25.79	25.861	26.163	24.176	25.704	26.003	24.565	24.799	25.658	24.383
Q9QXW0;Q9QXW0-3;Q9QXW0-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.334	NA	NA	NA	NA
Q9QXX4	27.707	27.519	27.898	NA	28.037	27.601	28.095	NA	28.338	27.974	27.79	27.698	27.977	28.487	27.653
Q9QXY1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.292
Q9QXY6	NA	25.639	27.183	26.224	NA	25.809	26.967	26.343	24.705	27.245	26.882	25.486	26.269	27.164	26.702
Q9QXY9	NA	25.977	26.608	25.603	NA	25.957	26.183	NA	NA	26.635	26.509	26.143	26.106	27.059	26.159
Q9QXZ0;Q9QXZ0-3;Q9QXZ0-2;Q9QXZ0-4	30.652	30.906	30.158	30.922	30.422	30.843	30.187	30.884	30.584	30.279	30.892	30.711	31.161	30.472	31.142
Q9QY06-2;Q9QY06;Q9QY06-3	27.785	27.946	28.262	27.688	27.371	27.871	27.939	28.048	27.746	27.91	27.916	27.919	28.155	28.163	27.546
Q9QY24	26.497	26.92	27.458	27.023	26.553	27.172	27.284	27.027	26.808	27.823	27.314	27.069	27.061	27.251	27.203
Q9QY30	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.037	NA	NA	NA	24.357	NA
Q9QY36	28.092	28.229	28.269	27.726	28.222	27.998	28.1	27.881	28.321	28.263	28.021	28.278	28.027	27.9	28.042
Q9QY66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.226	NA	NA
Q9QY76	29.99	29.588	29.54	29.507	29.42	29.311	29.117	29.063	29.124	29.207	28.992	29.261	29.214	29.006	29.451
Q9QY81	32.224	32.022	31.606	31.555	32.008	32.084	31.635	31.406	32.13	31.671	31.587	32.217	32.2	31.887	31.795
Q9QY93	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.158	NA	NA	NA	NA	NA
Q9QYA2	28.829	28.868	29.26	28.522	28.886	28.7	28.939	28.705	28.903	29.391	29.211	28.934	29.191	29.448	28.791
Q9QYB1	28.831	28.706	29.973	28.466	28.895	28.769	30.023	28.601	29.245	29.799	28.578	28.794	28.646	29.958	28.298
Q9QYB5	NA	NA	NA	26.799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9QYB5-2	30.316	30.859	29.806	31.158	30.174	30.81	29.521	31.213	30.234	29.542	31.213	30.376	30.891	29.771	31.046
Q9QYC0	30.271	30.685	29.274	30.979	30.15	30.681	29.459	31.139	30.184	29.176	30.795	30.2	30.885	29.418	31.363
Q9QYC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.184	NA	NA	NA
Q9QYE3	28.708	28.677	28.047	28.456	28.726	28.614	28.134	28.235	28.82	28.497	28.364	28.845	28.945	28.455	28.691
Q9QYE3-12	25.365	25.513	NA	NA	NA	NA	NA	NA	26.126	25.251	NA	25.783	25.644	24.62	25.41
Q9QYE3-14;Q9QYE3-13	NA	NA	NA	NA	NA	NA	20.691	NA	NA	NA	NA	NA	NA	NA	NA
Q9QYE3-16;Q9QYE3-10	NA	NA	NA	NA	23.335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9QYE6	27.662	27.359	27.279	27.425	27.802	27.326	27.379	27.197	27.56	27.549	27.499	27.948	27.965	27.723	27.962
Q9QYF1	27.505	27.145	26.361	27.223	27.039	27.13	25.774	26.712	27.054	26.451	26.93	27.556	27.128	26.128	27.345
Q9QYF9	26.846	27.009	27.131	26.873	26.774	26.827	26.503	27.091	27.445	27.321	27.236	26.939	26.839	26.914	26.994
Q9QYI3	30.093	29.922	29.56	29.665	30.099	29.983	29.51	29.74	30.199	29.723	29.719	30.182	30.026	29.635	29.908
Q9QYI4	24.784	24.476	24.679	24.395	24.862	NA	NA	24.466	23.947	NA	24.77	24.618	24.596	24.121	24.449
Q9QYI5;Q9QYI5-1;Q9QYI5-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23
Q9QYJ0	30.137	30.283	29.9	30.091	29.901	29.811	29.875	29.946	30.021	29.959	30.056	29.958	30.037	29.902	30.26
Q9QYJ3	28.458	28.587	28.447	28.747	28.62	28.774	28.493	28.814	28.287	28.003	28.465	28.459	28.527	28.4	28.625
Q9QYL7	25.091	25.031	25.941	25.739	24.815	25.942	26.109	25.751	25.482	26.486	26.135	25.374	25.708	26.063	25.762
Q9QYM8	NA	NA	NA	NA	23.96	NA	NA	NA	23.921	NA	NA	NA	NA	NA	NA
Q9QYP6;Q9QYP6-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.543	22.278	NA	22.162
Q9QYR9	29.644	30.157	30.548	30.67	30.095	30.212	30.697	30.717	29.492	30.657	30.612	29.547	30.092	30.498	30.212
Q9QYS9-8;Q9QYS9-4;Q9QYS9-3;Q9QYS9-2;Q9QYS9;Q9QYS9-7;Q9QYS9-6;Q9QYS9-5	28.979	28.47	28.188	27.846	28.502	28.378	28.115	28.168	28.499	28.274	28.069	28.76	28.548	28.17	28.388
Q9QYY8-2;Q9QYY8	26.294	25.979	25.542	25.609	26.466	25.775	NA	25.524	26.298	25.619	25.951	26.761	26.341	25.052	26.066
Q9QZ05-3;Q9QZ05;Q9QZ05-2;Q9QZ05-4	23.629	23.706	25.734	25.411	NA	23.812	24.906	24.929	23.444	25.81	25.803	24.791	25.496	25.395	25.455
Q9QZ06	26.056	25.972	26.556	26.231	25.584	25.6	26.137	26.06	25.793	25.908	26.246	25.316	25.896	26.465	25.844
Q9QZ08	25.601	26.154	26.881	26.433	NA	26.068	26.207	26.431	24.809	26.707	26.53	25.554	25.785	26.74	26.508
Q9QZ23	24.588	25.151	25.409	25.576	NA	25.394	24.939	25.323	NA	26.998	26.062	25.302	25.532	26.143	25.634
Q9QZ67	25.155	24.915	24.744	25.218	25.573	25.658	NA	25.48	26.095	25.068	25.926	26.062	26.15	25.369	25.878
Q9QZ73	28.588	28.743	28.712	28.468	28.389	28.66	28.583	28.382	28.396	28.77	28.632	28.643	28.491	28.457	28.327
Q9QZ88;Q9QZ88-2	29.508	29.596	29.301	29.646	29.482	29.373	29.058	29.748	29.131	29.538	29.581	29.533	29.336	29.298	29.871
Q9QZB7	27.532	27.729	27.841	27.664	27.74	27.788	27.664	27.786	27.773	27.686	27.736	27.617	27.501	27.718	27.366
Q9QZB9	25.358	25.898	25.745	26.089	26.184	25.708	26.155	24.525	25.132	25.343	24.966	25.974	25.837	25.875	25.58
Q9QZC2	NA	NA	24.695	NA	NA	NA	24.213	NA	NA	24.327	NA	NA	NA	26.372	NA
Q9QZD4	27.125	27.16	27.566	27.451	27.412	27.23	27.891	27.477	27.411	27.754	27.643	27.187	27.5	27.806	27.34
Q9QZD8	27.675	26.93	26.169	26.129	27.354	26.855	NA	25.317	27.704	26.36	26.174	27.754	27.496	26.573	26.796
Q9QZD9	29.764	29.868	29.997	29.821	29.829	29.802	30.085	29.685	29.692	30.161	29.868	29.823	29.749	29.717	29.727
Q9QZE5	30.16	29.993	29.039	30.015	29.937	29.995	29.105	30.021	30.321	29.216	30.064	30.355	29.997	29.248	29.923
Q9QZE7	29.15	29.541	30.123	29.896	29.263	29.565	29.888	29.975	28.835	29.7	29.792	29.323	29.198	29.868	29.633
Q9QZH3	28.374	28.559	28.653	28.668	28.577	28.531	28.708	28.428	27.947	28.588	28.528	28.299	28.373	28.755	28.483
Q9QZH6	26.009	25.964	26.338	25.641	25.728	25.99	25.653	26.037	26.33	26.283	25.858	26.36	26.376	26.074	25.912
Q9QZI9	28.25	27.163	26.65	27.233	27.928	26.837	26.261	26.882	28.162	26.172	26.523	27.581	27.183	26.224	27.631
Q9QZK2;Q9QZK2-2	23.807	25.004	26.694	25.477	NA	24.014	26.274	NA	24.588	26.838	26.716	25.814	26.213	27.197	26.696
Q9QZK7	30.41	29.738	29.356	29.394	30.285	29.4	29.122	29.562	30.274	29.004	29.399	30.435	29.527	29.087	29.507
Q9QZL0	28.87	28.833	28.441	28.212	28.763	28.817	28.163	28.16	28.771	28.415	28.113	28.861	28.597	28.224	28.411
Q9QZM0	27.945	27.865	27.381	27.974	28.183	28.023	27.856	28.085	28.102	28.013	28.181	28.031	27.958	28.094	27.975
Q9QZM2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.18	NA	24.92
Q9QZN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.587	NA	NA	NA	NA	NA
