ENSP00000354687	YP_003024026	P03886	ENST00000361390
ENSP00000610918			ENST00000940859
ENSP00000610919			ENST00000940860
ENSP00000610920			ENST00000940861
ENSP00000610921			ENST00000940862
ENSP00000610922			ENST00000940863
ENSP00000610923			ENST00000940864
ENSP00000638820			ENST00000968761
ENSP00000638821			ENST00000968762
ENSP00000638822			ENST00000968763
ENSP00000638823			ENST00000968764
ENSP00000638824			ENST00000968765
ENSP00000638825			ENST00000968766
ENSP00000638826			ENST00000968767
ENSP00000638827			ENST00000968768
ENSP00000638828			ENST00000968769
ENSP00000638829			ENST00000968770
ENSP00000638830			ENST00000968771
ENSP00000638831			ENST00000968772
ENSP00000638832			ENST00000968773
ENSP00000638833			ENST00000968774
ENSP00000638834			ENST00000968775
ENSP00000638835			ENST00000968776
ENSP00000638836			ENST00000968777
ENSP00000638837			ENST00000968778
ENSP00000638838			ENST00000968779
ENSP00000357284	NP_001269554	P02545	ENST00000368301
ENSP00000357284	NP_001393913	P02545	ENST00000368301
ENSP00000502091		P02545	ENST00000676385
ENSP00000502256		P02545	ENST00000675939
ENSP00000502798			ENST00000674720
ENSP00000501803			ENST00000675667
ENSP00000501648			ENST00000676434
ENSP00000502261			ENST00000674518
ENSP00000501666			ENST00000674600
ENSP00000501851			ENST00000675874
ENSP00000502468			ENST00000676208
ENSP00000506771		P02545	ENST00000683032
ENSP00000508220			ENST00000684195
ENSP00000506904		P02545	ENST00000682650
ENSP00000355292		P02545	ENST00000361308
ENSP00000503633	NP_001393921	P02545	ENST00000677389
ENSP00000503633	NP_005563	P02545	ENST00000677389
ENSP00000501795			ENST00000675455
ENSP00000357283	NP_001393915	P02545	ENST00000368300
ENSP00000357283	NP_001393916	P02545	ENST00000368300
ENSP00000357283	NP_001393914	P02545	ENST00000368300
ENSP00000357283	NP_001393920	P02545	ENST00000368300
ENSP00000357283	NP_733821	P02545	ENST00000368300
ENSP00000501670			ENST00000675881
ENSP00000357282	NP_001269555	P02545	ENST00000368299
ENSP00000395597	NP_001393918	P02545	ENST00000448611
ENSP00000395597	NP_001244303	P02545	ENST00000448611
ENSP00000424518			ENST00000515459
ENSP00000357280	NP_001393927		ENST00000368297
ENSP00000357280	NP_001269553		ENST00000368297
ENSP00000426535	NP_001393928		ENST00000504687
ENSP00000426535	NP_001393931		ENST00000504687
ENSP00000426535	NP_001393930		ENST00000504687
ENSP00000426535	NP_001393923		ENST00000504687
ENSP00000426535	NP_001393919		ENST00000504687
ENSP00000426535	NP_001393929		ENST00000504687
ENSP00000426535	NP_001393932		ENST00000504687
ENSP00000426535	NP_001393922		ENST00000504687
ENSP00000426535	NP_001393924		ENST00000504687
ENSP00000426535	NP_001393925		ENST00000504687
ENSP00000426535	NP_001393926		ENST00000504687
ENSP00000421821	NP_001393917	P02545	ENST00000473598
ENSP00000569612			ENST00000899553
ENSP00000569613			ENST00000899554
ENSP00000569614			ENST00000899555
ENSP00000569615			ENST00000899556
ENSP00000569616			ENST00000899557
ENSP00000569617			ENST00000899558
ENSP00000598058	NP_001393912		ENST00000927999
ENSP00000638843	NP_733822		ENST00000968784
ENSP00000638844			ENST00000968785
ENSP00000638845			ENST00000968786
ENSP00000638846			ENST00000968787
ENSP00000317992	NP_056473	Q9Y3T9	ENST00000327044
ENSP00000540784			ENST00000870725
ENSP00000540785			ENST00000870726
ENSP00000540786			ENST00000870727
ENSP00000540787			ENST00000870728
ENSP00000540788			ENST00000870729
ENSP00000540789			ENST00000870730
ENSP00000540790			ENST00000870731
ENSP00000540791			ENST00000870732
ENSP00000540792			ENST00000870733
ENSP00000540793			ENST00000870734
ENSP00000540794			ENST00000870735
ENSP00000540795			ENST00000870736
ENSP00000540796			ENST00000870737
ENSP00000540797			ENST00000870738
ENSP00000540798			ENST00000870739
ENSP00000604991			ENST00000934932
ENSP00000604992			ENST00000934933
ENSP00000604993			ENST00000934934
ENSP00000604994			ENST00000934935
ENSP00000604995			ENST00000934936
ENSP00000604996			ENST00000934937
ENSP00000604997			ENST00000934938
ENSP00000604998			ENST00000934939
ENSP00000604999			ENST00000934940
ENSP00000605000			ENST00000934941
ENSP00000605001			ENST00000934942
ENSP00000605002			ENST00000934943
ENSP00000605003			ENST00000934944
ENSP00000605004			ENST00000934945
ENSP00000605005			ENST00000934946
ENSP00000605006			ENST00000934947
ENSP00000605007			ENST00000934948
ENSP00000605008			ENST00000934949
ENSP00000605009			ENST00000934950
ENSP00000605010			ENST00000934951
ENSP00000605011			ENST00000934952
ENSP00000605012			ENST00000934953
ENSP00000605013			ENST00000934954
ENSP00000605014			ENST00000934955
ENSP00000605015			ENST00000934956
ENSP00000605016			ENST00000934957
ENSP00000605017			ENST00000934958
ENSP00000605018			ENST00000934959
ENSP00000638864			ENST00000968805
ENSP00000638865			ENST00000968806
ENSP00000638866			ENST00000968807
ENSP00000638867			ENST00000968808
ENSP00000638868			ENST00000968809
ENSP00000638869			ENST00000968810
ENSP00000638870			ENST00000968811
ENSP00000638871			ENST00000968812
ENSP00000638872			ENST00000968813
ENSP00000638873			ENST00000968814
ENSP00000638874			ENST00000968815
ENSP00000638875			ENST00000968816
ENSP00000638876			ENST00000968817
ENSP00000638877			ENST00000968818
ENSP00000638878			ENST00000968819
ENSP00000638879			ENST00000968820
ENSP00000638880			ENST00000968821
ENSP00000638881			ENST00000968822
ENSP00000638882			ENST00000968823
ENSP00000638883			ENST00000968824
ENSP00000477602	NP_001243328	Q9BW60	ENST00000621943
ENSP00000416024	NP_001243330	Q9BW60	ENST00000413844
ENSP00000361536	NP_073732	Q9BW60	ENST00000372458
ENSP00000526034			ENST00000855975
ENSP00000526035			ENST00000855976
ENSP00000526036			ENST00000855977
ENSP00000526037			ENST00000855978
ENSP00000526038			ENST00000855979
ENSP00000526039			ENST00000855980
ENSP00000526040			ENST00000855981
ENSP00000526041			ENST00000855982
ENSP00000526042			ENST00000855983
ENSP00000526043			ENST00000855984
ENSP00000526044			ENST00000855985
ENSP00000526045			ENST00000855986
ENSP00000526046			ENST00000855987
ENSP00000526047			ENST00000855988
ENSP00000526048			ENST00000855989
ENSP00000526049			ENST00000855990
ENSP00000526050			ENST00000855991
ENSP00000526051			ENST00000855992
ENSP00000582570			ENST00000912511
ENSP00000582571	NP_001243331		ENST00000912512
ENSP00000582572			ENST00000912513
ENSP00000582573			ENST00000912514
ENSP00000582574			ENST00000912515
ENSP00000582575			ENST00000912516
ENSP00000582576			ENST00000912517
ENSP00000582577			ENST00000912518
ENSP00000638884			ENST00000968825
ENSP00000638885			ENST00000968826
ENSP00000638886			ENST00000968827
ENSP00000638887			ENST00000968828
ENSP00000638888			ENST00000968829
ENSP00000638889			ENST00000968830
ENSP00000512142			ENST00000695749
ENSP00000512143			ENST00000695750
ENSP00000512144		P02747	ENST00000695751
ENSP00000512145			ENST00000695752
ENSP00000512146	NP_001334549		ENST00000695753
ENSP00000363771	NP_758957	P02747	ENST00000374640
ENSP00000363770	NP_001107573	P02747	ENST00000374639
ENSP00000363768		P02747	ENST00000374637
ENSP00000537723			ENST00000867664
ENSP00000537724			ENST00000867665
ENSP00000638907	NP_001334548		ENST00000968848
ENSP00000496530			ENST00000645239
ENSP00000361595	NP_001017922	Q96PL5	ENST00000372517
ENSP00000361592	NP_061008	Q96PL5	ENST00000372514
ENSP00000551472			ENST00000881413
ENSP00000551473			ENST00000881414
ENSP00000551474			ENST00000881415
ENSP00000551475			ENST00000881416
ENSP00000551476			ENST00000881417
ENSP00000551477			ENST00000881418
ENSP00000551478			ENST00000881419
ENSP00000551479			ENST00000881420
ENSP00000638945			ENST00000968886
ENSP00000638946			ENST00000968887
ENSP00000638947			ENST00000968888
ENSP00000638948			ENST00000968889
ENSP00000638949			ENST00000968890
ENSP00000349678	NP_001010985	A2RUH7	ENST00000357155
ENSP00000638975			ENST00000968916
ENSP00000638976	NP_001252542		ENST00000968917
ENSP00000638977			ENST00000968918
ENSP00000638978			ENST00000968919
ENSP00000638979			ENST00000968920
ENSP00000638980			ENST00000968921
ENSP00000356991	NP_112178	Q96NY8	ENST00000368012
ENSP00000561689			ENST00000891630
ENSP00000639058			ENST00000968999
ENSP00000358611			ENST00000369598
ENSP00000358613	NP_001309975		ENST00000369600
ENSP00000358617	NP_001309974	Q9UMS5	ENST00000369604
ENSP00000358617	NP_001309973	Q9UMS5	ENST00000369604
ENSP00000358617	NP_001309972	Q9UMS5	ENST00000369604
ENSP00000358617	NP_006599	Q9UMS5	ENST00000369604
ENSP00000350428	NP_001309982	Q9UMS5	ENST00000357783
ENSP00000350428	NP_001309981	Q9UMS5	ENST00000357783
ENSP00000350428	NP_001309980	Q9UMS5	ENST00000357783
ENSP00000350428	NP_001309979	Q9UMS5	ENST00000357783
ENSP00000350428	NP_001309977	Q9UMS5	ENST00000357783
ENSP00000350428	NP_001309976	Q9UMS5	ENST00000357783
ENSP00000350428	NP_001309978	Q9UMS5	ENST00000357783
ENSP00000416810			ENST00000412670
ENSP00000404690			ENST00000446739
ENSP00000377025		Q9UMS5	ENST00000393357
ENSP00000543150			ENST00000873091
ENSP00000543151	NP_001309971		ENST00000873092
ENSP00000543152	NP_001309970		ENST00000873093
ENSP00000543153			ENST00000873094
ENSP00000600245			ENST00000930186
ENSP00000639067			ENST00000969008
ENSP00000356863			ENST00000367888
ENSP00000356864	NP_004519	O14880	ENST00000367889
ENSP00000356860			ENST00000367885
ENSP00000356859		O14880	ENST00000367884
ENSP00000356858			ENST00000367883
ENSP00000487151			ENST00000627653
ENSP00000525246			ENST00000855187
ENSP00000525247			ENST00000855188
ENSP00000525248			ENST00000855189
ENSP00000525249			ENST00000855190
ENSP00000525250			ENST00000855191
ENSP00000525251			ENST00000855192
ENSP00000525252			ENST00000855193
ENSP00000525253			ENST00000855194
ENSP00000525254			ENST00000855195
ENSP00000525255			ENST00000855196
ENSP00000525256			ENST00000855197
ENSP00000525257			ENST00000855198
ENSP00000592073			ENST00000922014
ENSP00000592074			ENST00000922015
ENSP00000592075			ENST00000922016
ENSP00000592076			ENST00000922017
ENSP00000592077			ENST00000922018
ENSP00000592078			ENST00000922019
ENSP00000592079			ENST00000922020
ENSP00000592080			ENST00000922021
ENSP00000592081			ENST00000922022
ENSP00000592082			ENST00000922023
ENSP00000639072			ENST00000969013
ENSP00000639073			ENST00000969014
ENSP00000639074			ENST00000969015
ENSP00000639075			ENST00000969016
ENSP00000639076			ENST00000969017
ENSP00000639077			ENST00000969018
ENSP00000639078			ENST00000969019
ENSP00000346733	NP_085152	Q96P50	ENST00000354700
ENSP00000321139		Q96P50	ENST00000353662
ENSP00000347075			ENST00000354980
ENSP00000562778			ENST00000892719
ENSP00000562779			ENST00000892720
ENSP00000639158			ENST00000969099
ENSP00000639159			ENST00000969100
ENSP00000639160			ENST00000969101
ENSP00000639161			ENST00000969102
ENSP00000639162			ENST00000969103
ENSP00000639163			ENST00000969104
ENSP00000639164			ENST00000969105
ENSP00000639165			ENST00000969106
ENSP00000639166			ENST00000969107
ENSP00000639167			ENST00000969108
ENSP00000639168			ENST00000969109
ENSP00000639169			ENST00000969110
ENSP00000639170			ENST00000969111
ENSP00000414616			ENST00000438825
ENSP00000338165	NP_001306606	Q9GZU3	ENST00000336294
ENSP00000338165	NP_060526	Q9GZU3	ENST00000336294
ENSP00000390889			ENST00000441402
ENSP00000532123			ENST00000862064
ENSP00000532124			ENST00000862065
ENSP00000603608	NP_001306607		ENST00000933549
ENSP00000603608	NP_001306608		ENST00000933549
ENSP00000603609			ENST00000933550
ENSP00000639184			ENST00000969125
ENSP00000639185			ENST00000969126
ENSP00000362814	NP_001185967	Q96SA4	ENST00000373710
ENSP00000444307	NP_001185966	Q96SA4	ENST00000536859
ENSP00000362813	NP_849196	Q96SA4	ENST00000373709
ENSP00000439048	NP_001185968	Q96SA4	ENST00000536384
ENSP00000439048	NP_061035	Q96SA4	ENST00000536384
ENSP00000521549			ENST00000851490
ENSP00000521550			ENST00000851491
ENSP00000521551			ENST00000851492
ENSP00000521552			ENST00000851493
ENSP00000521553			ENST00000851494
ENSP00000521554			ENST00000851495
ENSP00000521555			ENST00000851496
ENSP00000592360			ENST00000922301
ENSP00000592361			ENST00000922302
ENSP00000592362			ENST00000922303
ENSP00000639213			ENST00000969154
ENSP00000639214			ENST00000969155
ENSP00000476755	NP_002472	O60237	ENST00000608999
ENSP00000375821	NP_001317958	O60237	ENST00000391959
ENSP00000417159	NP_001161329	O60237	ENST00000480184
ENSP00000349206	NP_001161330	O60237	ENST00000356764
ENSP00000417814			ENST00000476364
ENSP00000516058	NP_001397212		ENST00000704899
ENSP00000417975			ENST00000466968
ENSP00000489025			ENST00000434615
ENSP00000484005	NP_115287	O60237	ENST00000290419
ENSP00000480852	NP_115286	O60237	ENST00000491336
ENSP00000489098			ENST00000466273
ENSP00000488930	NP_001184060		ENST00000634903
ENSP00000639257			ENST00000969198
ENSP00000639258			ENST00000969199
ENSP00000639259			ENST00000969200
ENSP00000353094	NP_057260		ENST00000360001
ENSP00000263741	NP_057631		ENST00000263741
ENSP00000435962			ENST00000465727
ENSP00000384207			ENST00000403997
ENSP00000571007			ENST00000900948
ENSP00000571008			ENST00000900949
ENSP00000571009			ENST00000900950
ENSP00000571010			ENST00000900951
ENSP00000571011			ENST00000900952
ENSP00000571012			ENST00000900953
ENSP00000571013			ENST00000900954
ENSP00000571014			ENST00000900955
ENSP00000591589			ENST00000921530
ENSP00000591590			ENST00000921531
ENSP00000591591			ENST00000921532
ENSP00000591592			ENST00000921533
ENSP00000639310			ENST00000969251
ENSP00000639311			ENST00000969252
ENSP00000357702	NP_002951	P33764	ENST00000368713
ENSP00000357701		P33764	ENST00000368712
ENSP00000543935			ENST00000873876
ENSP00000543936			ENST00000873877
ENSP00000599855			ENST00000929796
ENSP00000639339			ENST00000969280
ENSP00000436499		Q8TDW4	ENST00000361846
ENSP00000353972	NP_620056	Q8TDW4	ENST00000360743
ENSP00000350734	NP_060214	Q8TDW4	ENST00000358039
ENSP00000436544		Q8TDW4	ENST00000490715
ENSP00000358683	NP_001295193	Q8TDW4	ENST00000369669
ENSP00000417140	NP_620055	Q8TDW4	ENST00000490067
ENSP00000345312	NP_620057	Q8TDW4	ENST00000343210
ENSP00000358680		Q8TDW4	ENST00000369666
ENSP00000413718			ENST00000418497
ENSP00000358678			ENST00000369664
ENSP00000574361			ENST00000904302
ENSP00000574362			ENST00000904303
ENSP00000574363			ENST00000904304
ENSP00000574364			ENST00000904305
ENSP00000574365			ENST00000904306
ENSP00000574366			ENST00000904307
ENSP00000574367			ENST00000904308
ENSP00000574368			ENST00000904309
ENSP00000574369			ENST00000904310
ENSP00000574370			ENST00000904311
ENSP00000574371			ENST00000904312
ENSP00000574372			ENST00000904313
ENSP00000574373			ENST00000904314
ENSP00000587639			ENST00000917580
ENSP00000587640			ENST00000917581
ENSP00000587641			ENST00000917582
ENSP00000639340			ENST00000969281
ENSP00000639341			ENST00000969282
ENSP00000639342			ENST00000969283
ENSP00000639343			ENST00000969284
ENSP00000639344			ENST00000969285
ENSP00000639345			ENST00000969286
ENSP00000395084	NP_001157718	Q5SWX8	ENST00000419367
ENSP00000356440	NP_001157717	Q5SWX8	ENST00000367470
ENSP00000287859	NP_060317	Q5SWX8	ENST00000287859
ENSP00000541151			ENST00000871092
ENSP00000639451			ENST00000969392
ENSP00000639452			ENST00000969393
ENSP00000639453			ENST00000969394
ENSP00000639454			ENST00000969395
ENSP00000639455			ENST00000969396
ENSP00000639456			ENST00000969397
ENSP00000639457			ENST00000969398
ENSP00000362900	NP_005617	Q08170	ENST00000373795
ENSP00000510182			ENST00000691479
ENSP00000485813			ENST00000466448
ENSP00000473728			ENST00000605204
ENSP00000540330			ENST00000870271
ENSP00000540331			ENST00000870272
ENSP00000540332			ENST00000870273
ENSP00000540333			ENST00000870274
ENSP00000639564			ENST00000969505
ENSP00000406026	NP_001096631	Q6ZV89	ENST00000444387
ENSP00000364171	NP_001096630	Q6ZV89	ENST00000375031
ENSP00000408509			ENST00000447746
ENSP00000428153			ENST00000518294
ENSP00000428656			ENST00000517430
ENSP00000430115			ENST00000519434
ENSP00000540190			ENST00000870131
ENSP00000540191			ENST00000870132
ENSP00000540192			ENST00000870133
ENSP00000540193			ENST00000870134
ENSP00000540194			ENST00000870135
ENSP00000592439			ENST00000922380
ENSP00000592440			ENST00000922381
ENSP00000592441			ENST00000922382
ENSP00000592442			ENST00000922383
ENSP00000592443			ENST00000922384
ENSP00000639659			ENST00000969600
ENSP00000639660			ENST00000969601
ENSP00000639661			ENST00000969602
ENSP00000639662			ENST00000969603
ENSP00000639663			ENST00000969604
ENSP00000639664			ENST00000969605
ENSP00000477563	NP_001522	Q95460	ENST00000614012
ENSP00000507447			ENST00000684662
ENSP00000388504	NP_001372092	Q95460	ENST00000434571
ENSP00000388504	NP_001181964	Q95460	ENST00000434571
ENSP00000356552	NP_001372090	Q95460	ENST00000367580
ENSP00000478976	NP_001372091		ENST00000617803
ENSP00000507049			ENST00000683652
ENSP00000356551	NP_001181928	Q95460	ENST00000367579
ENSP00000282990	NP_001297142	Q95460	ENST00000282990
ENSP00000282990	NP_001181929	Q95460	ENST00000282990
ENSP00000282990	NP_001372093	Q95460	ENST00000282990
ENSP00000639667			ENST00000969608
ENSP00000363520	NP_001309793	Q6P499	ENST00000374399
ENSP00000363520	NP_001309795	Q6P499	ENST00000374399
ENSP00000363520	NP_065181	Q6P499	ENST00000374399
ENSP00000003912	NP_001309789	Q6P499	ENST00000003912
ENSP00000003912	NP_001309788	Q6P499	ENST00000003912
ENSP00000003912	NP_001309790	Q6P499	ENST00000003912
ENSP00000003912	NP_001309787	Q6P499	ENST00000003912
ENSP00000003912	NP_001309791	Q6P499	ENST00000003912
ENSP00000003912	NP_001309792	Q6P499	ENST00000003912
ENSP00000350722	NP_001309794	Q6P499	ENST00000358028
ENSP00000343549	NP_001317338		ENST00000339255
ENSP00000392170			ENST00000432012
ENSP00000539495	NP_001309783		ENST00000869436
ENSP00000539496	NP_001309797		ENST00000869437
ENSP00000539497	NP_001309784		ENST00000869438
ENSP00000539497	NP_001309785		ENST00000869438
ENSP00000539498			ENST00000869439
ENSP00000539499			ENST00000869440
ENSP00000539500			ENST00000869441
ENSP00000539501			ENST00000869442
ENSP00000539502			ENST00000869443
ENSP00000539503	NP_001309786		ENST00000869444
ENSP00000539504			ENST00000869445
ENSP00000639693			ENST00000969634
ENSP00000358515	NP_060890	Q8IZD6	ENST00000369503
ENSP00000358514		Q8IZD6	ENST00000369502
ENSP00000548009			ENST00000877950
ENSP00000590436			ENST00000920377
ENSP00000639716			ENST00000969657
ENSP00000345972	NP_001004303	Q5VWT5	ENST00000343433
