ensembl_gene_id	gene_biotype	external_gene_name	percentage_gene_gc_content
ENSG00000271421	processed_pseudogene	AC005191.1	53.35
ENSG00000271423	processed_pseudogene	CYCSP1	46.35
ENSG00000271424	processed_pseudogene	AL157791.2	54.18
ENSG00000271425	protein_coding	NBPF10	41.59
ENSG00000271426	processed_pseudogene	AL109983.1	50
ENSG00000271427	lncRNA	AL358072.1	29.39
ENSG00000271428	processed_pseudogene	AL031281.1	37.5
ENSG00000271429	processed_pseudogene	RPL17P51	38.66
ENSG00000271433	processed_pseudogene	PPATP2	38.39
ENSG00000271434	lncRNA	AL445237.1	63.24
ENSG00000271435	processed_pseudogene	AC068137.2	61.3
ENSG00000271437	processed_pseudogene	AL356423.1	54.46
ENSG00000271439	processed_pseudogene	AC246785.4	37.98
ENSG00000271440	processed_pseudogene	AL121932.1	58.88
ENSG00000271443	transcribed_processed_pseudogene	AC011247.2	58.27
ENSG00000271447	protein_coding	MMP28	49.57
ENSG00000271449	protein_coding	CT45A2	42.84
ENSG00000271452	lncRNA	AC005034.5	34.76
ENSG00000271454	processed_pseudogene	AL353729.2	41.15
ENSG00000271455	processed_pseudogene	AC112187.2	38.87
ENSG00000271456	processed_pseudogene	AC108081.1	47.96
ENSG00000271457	processed_pseudogene	AL590229.2	37.77
ENSG00000271459	processed_pseudogene	Z98751.3	42.42
ENSG00000271461	processed_pseudogene	AL109809.4	40.09
ENSG00000271462	processed_pseudogene	AC091805.2	46.38
ENSG00000271464	processed_pseudogene	DPRXP7	41.85
ENSG00000271465	processed_pseudogene	SQSTM1P1	52.5
ENSG00000271466	processed_pseudogene	CICP24	61.3
ENSG00000271468	processed_pseudogene	AL357094.1	34.36
ENSG00000271474	lncRNA	AC106881.1	44.58
ENSG00000271475	processed_pseudogene	AL078624.2	48.38
ENSG00000271477	processed_pseudogene	AC010591.1	44.03
ENSG00000271480	processed_pseudogene	MTND3P19	40.29
ENSG00000271482	processed_pseudogene	AC005070.2	51.15
ENSG00000271483	processed_pseudogene	AC108676.2	50.31
ENSG00000271484	unprocessed_pseudogene	ABI1P1	43.66
ENSG00000271486	processed_pseudogene	AP000403.1	34.31
ENSG00000271488	processed_pseudogene	RBM11P1	35.54
ENSG00000271490	processed_pseudogene	AC013244.2	46.6
ENSG00000271491	processed_pseudogene	AC100767.2	36.98
ENSG00000271492	processed_pseudogene	MEMO1P5	39.66
ENSG00000271494	processed_pseudogene	AC034205.3	50.96
ENSG00000271495	processed_pseudogene	AC020765.1	53.05
ENSG00000271496	processed_pseudogene	SNRPGP20	36.59
ENSG00000271498	processed_pseudogene	AL360085.1	42.48
ENSG00000271499	processed_pseudogene	AC011477.6	58.07
ENSG00000271500	processed_pseudogene	AC005183.1	39.77
ENSG00000271502	processed_pseudogene	AL670379.12	37.15
ENSG00000271503	protein_coding	CCL5	46
ENSG00000271507	unprocessed_pseudogene	AC025884.3	49.27
ENSG00000271508	processed_pseudogene	AC090525.3	44.97
ENSG00000271509	processed_pseudogene	AC018714.1	36.06
ENSG00000271511	processed_pseudogene	AL161756.2	50
ENSG00000271519	processed_pseudogene	AL590065.1	40.07
ENSG00000271522	lncRNA	AC016831.6	41.79
ENSG00000271523	processed_pseudogene	AL049634.3	43.76
ENSG00000271524	processed_pseudogene	BNIP3P17	38.82
ENSG00000271525	processed_pseudogene	ARF4P1	42.51
ENSG00000271526	processed_pseudogene	AC004852.1	53.9
ENSG00000271527	processed_pseudogene	AL606495.2	61.31
ENSG00000271530	processed_pseudogene	WBP1LP12	47.43
ENSG00000271532	processed_pseudogene	BBIP1P1	39.07
ENSG00000271533	lncRNA	Z83843.1	32.02
ENSG00000271536	processed_pseudogene	AC073046.2	40.25
ENSG00000271537	processed_pseudogene	AC009220.3	40.27
ENSG00000271538	lncRNA	LINC02427	41.66
ENSG00000271543	processed_pseudogene	AC021443.1	42.65
ENSG00000271544	processed_pseudogene	AC006499.8	52.17
ENSG00000271546	processed_pseudogene	AC245389.1	40.08
ENSG00000271547	processed_pseudogene	AC117498.2	56.95
ENSG00000271550	processed_pseudogene	BNIP3P11	48.58
ENSG00000271551	lncRNA	AL355297.4	61.08
ENSG00000271553	lncRNA	AC018638.7	33.21
ENSG00000271554	lncRNA	AL138787.2	37.8
ENSG00000271555	lncRNA	AC113139.1	25.1
ENSG00000271557	processed_pseudogene	YPEL5P2	46.8
ENSG00000271558	processed_pseudogene	AL391813.1	40.78
ENSG00000271559	processed_pseudogene	AL138966.1	61.02
ENSG00000271560	processed_pseudogene	AP001330.3	40.91
ENSG00000271563	processed_pseudogene	HIRAP1	46.38
ENSG00000271564	lncRNA	LINC02333	38.96
ENSG00000271565	processed_pseudogene	AL109618.2	40.41
ENSG00000271567	protein_coding	PPIAL4E	45.61
ENSG00000271568	processed_pseudogene	AC069304.3	37.08
ENSG00000271569	IG_V_pseudogene	IGKV1OR2-6	49.82
ENSG00000271573	processed_pseudogene	AL136982.5	58.16
ENSG00000271576	lncRNA	AL359504.2	43.79
ENSG00000271578	processed_pseudogene	AC119501.1	43.58
ENSG00000271579	lncRNA	AC078880.3	47.19
ENSG00000271580	processed_pseudogene	AL583832.1	42.22
ENSG00000271581	unprocessed_pseudogene	AL671883.2	64.98
ENSG00000271582	processed_pseudogene	AC073111.2	37.02
ENSG00000271583	processed_pseudogene	AC103881.1	35.69
ENSG00000271584	lncRNA	LINC02550	38.17
ENSG00000271585	processed_pseudogene	SELENOTP2	46.48
ENSG00000271586	processed_pseudogene	AC011894.1	53.95
ENSG00000271587	processed_pseudogene	AC004805.3	44.52
ENSG00000271588	processed_pseudogene	LARP7P1	35.44
ENSG00000271589	processed_pseudogene	AL139395.1	41.88
ENSG00000271590	lncRNA	AC108463.3	38.39
ENSG00000271595	processed_pseudogene	ELOCP35	36.61
ENSG00000271596	processed_pseudogene	AC008121.1	48.88
ENSG00000271597	processed_pseudogene	AC112230.1	42.23
ENSG00000271598	processed_pseudogene	AC008739.3	43.31
ENSG00000271600	processed_pseudogene	AP000942.4	38.17
ENSG00000271601	protein_coding	LIX1L	43.62
ENSG00000271602	processed_pseudogene	KRT8P49	57.12
ENSG00000271605	protein_coding	MILR1	45.83
ENSG00000271606	unprocessed_pseudogene	AC097467.4	57.45
ENSG00000271607	processed_pseudogene	Z84480.1	41.89
ENSG00000271608	processed_pseudogene	AL391646.1	42.63
ENSG00000271609	processed_pseudogene	AC005632.4	57.47
ENSG00000271611	processed_pseudogene	AC006006.1	29.86
ENSG00000271612	processed_pseudogene	HSPE1P14	45.63
ENSG00000271614	lncRNA	ATP2B1-AS1	48.4
ENSG00000271615	transcribed_processed_pseudogene	ACTG1P22	41.68
ENSG00000271616	processed_pseudogene	AC055876.5	43.44
ENSG00000271618	processed_pseudogene	AL359821.1	51.1
ENSG00000271620	IG_V_pseudogene	IGHV3OR16-7	50.97
ENSG00000271621	processed_pseudogene	AC013244.3	35.57
ENSG00000271623	processed_pseudogene	AC138894.3	66.25
ENSG00000271624	processed_pseudogene	AP004372.1	40.64
ENSG00000271625	processed_pseudogene	PSMA6P4	42.2
ENSG00000271626	processed_pseudogene	AC104763.2	45.55
ENSG00000271627	processed_pseudogene	AC027612.4	63.46
ENSG00000271629	processed_pseudogene	AC067959.1	36.15
ENSG00000271631	lncRNA	AL139041.1	36.89
ENSG00000271632	processed_pseudogene	AL589743.3	57.83
ENSG00000271635	processed_pseudogene	AC017002.4	37.84
ENSG00000271638	processed_pseudogene	BNIP3P19	40.21
ENSG00000271639	processed_pseudogene	AC019072.1	42.04
ENSG00000271642	processed_pseudogene	MARK3P1	45.88
ENSG00000271643	lncRNA	AC112220.2	38.5
ENSG00000271644	processed_pseudogene	AC242498.1	41.44
ENSG00000271646	lncRNA	AC099343.3	50.34
ENSG00000271647	processed_pseudogene	KRT8P47	59.16
ENSG00000271650	processed_pseudogene	AL031601.1	50
ENSG00000271652	processed_pseudogene	AL356052.1	45.74
ENSG00000271653	lncRNA	AC097359.3	53.14
ENSG00000271654	processed_pseudogene	AC025062.2	69.1
ENSG00000271655	processed_pseudogene	BNIP3P35	41.22
ENSG00000271656	processed_pseudogene	AC007262.1	43.93
ENSG00000271657	processed_pseudogene	AC018462.2	44.61
ENSG00000271659	lncRNA	AL161729.4	41.18
ENSG00000271660	processed_pseudogene	Z99497.2	36.45
ENSG00000271661	processed_pseudogene	BNIP3P36	42.84
ENSG00000271662	processed_pseudogene	AC233280.2	40.84
ENSG00000271664	unprocessed_pseudogene	AC004890.3	47.35
ENSG00000271666	processed_pseudogene	AC008555.6	49.23
ENSG00000271667	processed_pseudogene	AC104408.1	46.47
ENSG00000271670	lncRNA	AC010998.2	37.82
ENSG00000271671	processed_pseudogene	AC107304.1	40.73
ENSG00000271672	transcribed_processed_pseudogene	DUXAP8	41.32
ENSG00000271676	processed_pseudogene	AC104771.1	54.88
ENSG00000271677	unprocessed_pseudogene	Z82195.1	35.77
ENSG00000271679	processed_pseudogene	LSM1P2	41.93
ENSG00000271680	processed_pseudogene	AC098935.2	41.63
ENSG00000271681	processed_pseudogene	AC136601.2	45.99
ENSG00000271682	processed_pseudogene	AC092960.3	45.3
ENSG00000271686	processed_pseudogene	AL953862.2	46.22
ENSG00000271687	processed_pseudogene	MTND5P10	43.39
ENSG00000271691	unprocessed_pseudogene	AC140658.7	58.95
ENSG00000271693	processed_pseudogene	AL929325.1	44.44
ENSG00000271696	processed_pseudogene	AC023141.13	67.13
ENSG00000271697	processed_pseudogene	AL049779.3	54.49
ENSG00000271698	protein_coding	AC233992.2	65.91
ENSG00000271699	transcribed_unprocessed_pseudogene	SNX29P2	46.77
ENSG00000271701	processed_pseudogene	AC098483.2	34.36
ENSG00000271702	processed_pseudogene	AC123786.2	48.96
ENSG00000271704	processed_pseudogene	BNIP3P20	39.62
ENSG00000271705	unprocessed_pseudogene	RPL17P3	41.71
ENSG00000271707	processed_pseudogene	ATP1B3P1	42.02
ENSG00000271709	lncRNA	AC017033.1	56.82
ENSG00000271710	processed_pseudogene	NDUFA8P1	38.42
ENSG00000271711	processed_pseudogene	AC069236.1	50.81
ENSG00000271712	processed_pseudogene	AL163642.2	45.93
ENSG00000271714	lncRNA	AC010501.2	56.17
ENSG00000271715	lncRNA	AC012640.3	46.98
ENSG00000271716	lncRNA	AC022001.2	42.02
ENSG00000271717	lncRNA	AC022146.2	49.62
ENSG00000271723	protein_coding	MROH7-TTC4	46.99
ENSG00000271724	lncRNA	AC011396.3	44.52
ENSG00000271725	lncRNA	AC103858.1	47.58
ENSG00000271727	lncRNA	AL357054.2	42.68
ENSG00000271730	lncRNA	AL390208.1	33.54
ENSG00000271732	lncRNA	AL137798.1	39.82
ENSG00000271734	lncRNA	Z98200.1	39.15
ENSG00000271736	lncRNA	LINC02772	45.03
ENSG00000271737	lncRNA	AC008608.2	62.26
ENSG00000271739	snRNA	RNU1-29P	47.62
ENSG00000271741	protein_coding	AC114490.2	39.8
ENSG00000271742	lncRNA	AL121992.2	52.34
ENSG00000271743	lncRNA	AF287957.1	43.7
ENSG00000271746	lncRNA	AL031848.2	63.2
ENSG00000271749	unprocessed_pseudogene	AC005828.6	43.53
ENSG00000271751	lncRNA	AP003392.4	43.61
ENSG00000271752	lncRNA	AC112187.3	43.63
ENSG00000271754	lncRNA	AL355802.3	43.67
ENSG00000271755	lncRNA	AL031118.1	44.91
ENSG00000271758	lncRNA	AC044810.3	37.68
ENSG00000271761	lncRNA	AL021368.1	24.81
ENSG00000271763	lncRNA	AC091544.5	50.57
ENSG00000271765	misc_RNA	RN7SKP299	40.53
ENSG00000271766	lncRNA	AC010424.2	39.5
ENSG00000271771	lncRNA	AC139792.1	41.27
ENSG00000271774	lncRNA	AL109930.1	43.02
ENSG00000271776	lncRNA	AL445209.1	44
ENSG00000271778	lncRNA	AC080013.3	32.18
ENSG00000271779	processed_pseudogene	AC009994.1	38.34
ENSG00000271780	lncRNA	AL118558.3	58.94
ENSG00000271781	lncRNA	AC026740.1	61.31
ENSG00000271784	lncRNA	AL031055.1	47.23
ENSG00000271787	lncRNA	AC104794.5	39.24
ENSG00000271788	lncRNA	AC008875.1	50.06
ENSG00000271789	lncRNA	AL080317.1	39.49
ENSG00000271792	lncRNA	AC008667.4	60.71
ENSG00000271793	protein_coding	AL589666.1	38.3
ENSG00000271795	lncRNA	AC011337.1	49.23
ENSG00000271797	lncRNA	AC008494.3	53.6
ENSG00000271798	snoRNA	SNORA51	50.76
ENSG00000271803	lncRNA	AL121906.1	57.87
ENSG00000271806	lncRNA	AL590822.2	55.74
ENSG00000271810	protein_coding	AL603832.3	54.38
ENSG00000271811	lncRNA	Z97200.1	48.07
ENSG00000271814	misc_RNA	RN7SKP290	57.44
ENSG00000271815	lncRNA	AC008897.3	48.24
ENSG00000271816	lncRNA	BMS1P4	41.14
ENSG00000271817	snoRNA	U3	45.66
ENSG00000271818	misc_RNA	RN7SKP4	52.8
ENSG00000271819	snRNA	RNU6-94P	37.38
ENSG00000271820	lncRNA	AL109910.2	56.45
ENSG00000271821	lncRNA	AL662844.3	48.12
ENSG00000271824	protein_coding	SMIM32	66.73
ENSG00000271825	lncRNA	AC019080.4	39.73
ENSG00000271826	lncRNA	PLS3-AS1	40.24
ENSG00000271828	lncRNA	AC008937.3	38.88
ENSG00000271830	lncRNA	AC012213.4	31.92
ENSG00000271833	lncRNA	AL445222.1	45.7
ENSG00000271841	snRNA	RNU7-10P	44.44
ENSG00000271843	lncRNA	AC012557.1	36.82
ENSG00000271848	lncRNA	AC073389.2	48.98
ENSG00000271849	lncRNA	AC012603.1	38.45
ENSG00000271850	lncRNA	LINC02343	39.76
ENSG00000271851	lncRNA	AC087501.4	40.23
ENSG00000271852	snoRNA	SNORD11B	36.67
ENSG00000271853	lncRNA	AL162258.1	55.55
ENSG00000271855	lncRNA	AC073195.1	60.09
ENSG00000271856	lncRNA	LINC01215	40.38
ENSG00000271857	lncRNA	AL096865.1	49.95
ENSG00000271858	lncRNA	CYB561D2	61.17
ENSG00000271860	lncRNA	AL589740.1	35.5
ENSG00000271862	lncRNA	AC104118.1	40.34
ENSG00000271868	lncRNA	AC114810.1	44.82
ENSG00000271869	lncRNA	AC026979.2	54.09
ENSG00000271870	lncRNA	AC024060.2	33.81
ENSG00000271871	lncRNA	AC005740.4	48.28
ENSG00000271874	lncRNA	AC025754.2	43.75
ENSG00000271880	lncRNA	AGAP11	41.97
ENSG00000271882	lncRNA	AP001330.4	33.33
ENSG00000271886	miRNA	MIR98	42.86
ENSG00000271888	lncRNA	AL136162.1	53.43
ENSG00000271889	lncRNA	AC016747.2	45.02
ENSG00000271890	unprocessed_pseudogene	OR10AE1P	39.46
ENSG00000271892	lncRNA	AC026790.1	33.49
ENSG00000271893	lncRNA	AC064834.1	38.24
ENSG00000271894	lncRNA	AC007744.1	38.91
ENSG00000271895	lncRNA	AL109811.2	42.99
ENSG00000271897	lncRNA	AL357518.1	49.53
ENSG00000271898	miRNA	MIR4791	33.33
ENSG00000271899	miRNA	MIR4466	85.19
ENSG00000271900	processed_pseudogene	AC025627.4	45.08
ENSG00000271901	lncRNA	AL161716.1	39.64
ENSG00000271904	lncRNA	AC091826.2	36.08
ENSG00000271907	snoRNA	SNORA35B	43.41
ENSG00000271911	lncRNA	AL357054.3	41.85
ENSG00000271913	lncRNA	AL035530.2	42.15
ENSG00000271914	lncRNA	AL139286.2	31.82
ENSG00000271916	lncRNA	AC012467.1	35.55
ENSG00000271917	lncRNA	AL357568.2	36.85
ENSG00000271918	lncRNA	AC034236.2	52.67
ENSG00000271919	transcribed_processed_pseudogene	AC005828.7	39.21
ENSG00000271922	snoRNA	AC134026.1	45.19
ENSG00000271923	snRNA	RNU6-86P	42.06
ENSG00000271924	rRNA_pseudogene	RNA5SP108	47.86
ENSG00000271926	lncRNA	AC008972.1	38.28
ENSG00000271930	lncRNA	AC016877.3	35.32
ENSG00000271931	lncRNA	AL353135.1	55.95
ENSG00000271932	snRNA	RNU6-85P	39.25
ENSG00000271933	lncRNA	AL603756.1	51.6
ENSG00000271934	unprocessed_pseudogene	OR2AS2P	45.91
ENSG00000271936	lncRNA	AC012073.1	53.25
ENSG00000271937	lncRNA	AC104187.1	64.38
ENSG00000271938	lncRNA	AC103724.4	39.73
ENSG00000271943	transcribed_processed_pseudogene	AC098614.3	41.95
ENSG00000271945	lncRNA	AL355612.1	35.7
ENSG00000271947	lncRNA	AC017076.1	31.49
ENSG00000271949	protein_coding	AC093423.3	40.41
ENSG00000271952	lncRNA	LINC01954	46.88
ENSG00000271955	lncRNA	AC007100.1	38.44
ENSG00000271958	lncRNA	AC021860.1	45.18
ENSG00000271959	lncRNA	AC100803.4	63.28
ENSG00000271963	lncRNA	AC026786.2	40.49
ENSG00000271964	lncRNA	AC090948.1	39.89
ENSG00000271966	lncRNA	AC021321.1	42.32
ENSG00000271967	lncRNA	AL583856.2	31.68
ENSG00000271968	transcribed_unprocessed_pseudogene	ADAM6	48.33
ENSG00000271969	lncRNA	U47924.1	55.07
ENSG00000271971	lncRNA	AC120053.1	31.39
ENSG00000271973	lncRNA	AC141002.1	47.67
ENSG00000271974	transcribed_processed_pseudogene	RDM1P4	44.85
ENSG00000271976	lncRNA	AC012467.2	39.84
ENSG00000271977	transcribed_unprocessed_pseudogene	AC226119.2	44.84
ENSG00000271978	lncRNA	AL359643.2	44.53
ENSG00000271980	lncRNA	AC012640.4	40.55
ENSG00000271981	lncRNA	AL158211.2	30.63
ENSG00000271982	snoRNA	SNORD58B	40.91
ENSG00000271983	lncRNA	AC023302.1	43.09
ENSG00000271984	lncRNA	AL008726.1	56.06
ENSG00000271985	processed_pseudogene	BX248123.1	51.61
ENSG00000271986	misc_RNA	RN7SL827P	55.9
ENSG00000271989	lncRNA	AL139424.1	60.48
ENSG00000271991	lncRNA	AC013400.1	46.06
ENSG00000271992	lncRNA	AL354872.2	38.41
ENSG00000271993	lncRNA	AC126118.1	34.39
ENSG00000271996	lncRNA	AC019080.5	40.14
ENSG00000271998	lncRNA	AC034229.3	42.61
ENSG00000272002	lncRNA	AC010904.2	37.38
ENSG00000272004	lncRNA	FO704657.1	49.3
ENSG00000272006	processed_pseudogene	AC037487.3	34.82
ENSG00000272008	lncRNA	AL139274.2	45.53
ENSG00000272009	lncRNA	AL121944.1	48.61
ENSG00000272010	lncRNA	AC100814.1	27.45
ENSG00000272015	snoRNA	SNORA62	43.37
ENSG00000272020	snRNA	RNU1-30P	49.08
ENSG00000272021	lncRNA	AC008592.5	41.13
ENSG00000272023	lncRNA	AC010240.3	65.32
ENSG00000272024	lncRNA	AC064807.4	35.38
ENSG00000272025	snoRNA	SNORA74	49.75
ENSG00000272027	lncRNA	AC073218.1	44.97
ENSG00000272028	snRNA	RNU6-87P	41.67
ENSG00000272030	lncRNA	AL162258.2	53.92
ENSG00000272031	protein_coding	ANKRD34A	55.93
ENSG00000272033	lncRNA	AL136984.1	36.08
ENSG00000272034	snoRNA	SNORD14A	42.86
ENSG00000272036	miRNA	MIR139	58.82
ENSG00000272037	lncRNA	AP002907.1	36.85
ENSG00000272040	lncRNA	AC010245.2	33.93
ENSG00000272043	lncRNA	AC016405.2	50.96
ENSG00000272046	lncRNA	AL445647.1	36.29
ENSG00000272047	protein_coding	GTF2H5	40.89
ENSG00000272049	lncRNA	AC091965.4	37.99
ENSG00000272050	lncRNA	AL499627.2	60.41
ENSG00000272051	misc_RNA	Y_RNA	44.12
ENSG00000272054	lncRNA	AC007390.2	35.6
ENSG00000272055	snRNA	RNU6-6P	45.79
ENSG00000272056	lncRNA	AC013472.3	49.32
ENSG00000272057	lncRNA	AC016575.1	62.3
ENSG00000272068	lncRNA	AL365181.2	52.58
ENSG00000272070	lncRNA	AC005618.1	45.04
ENSG00000272071	lncRNA	AC122710.2	42.51
ENSG00000272072	lncRNA	AC004492.1	36.93
ENSG00000272075	misc_RNA	RN7SL828P	55.12
ENSG00000272076	lncRNA	AC090186.1	32.69
ENSG00000272077	lncRNA	AC124045.1	41.53
ENSG00000272078	lncRNA	AL139423.1	61.49
ENSG00000272079	lncRNA	AC004233.2	50.59
ENSG00000272080	miRNA	MIR502	55.81
ENSG00000272081	lncRNA	AC008972.2	54.66
ENSG00000272084	lncRNA	AL137127.1	55.94
ENSG00000272085	lncRNA	AC091979.2	45.79
ENSG00000272086	lncRNA	AC025181.2	52.49
ENSG00000272087	lncRNA	AC080013.4	34.36
ENSG00000272088	lncRNA	AL512413.1	40.31
ENSG00000272092	lncRNA	AC087623.2	65.03
ENSG00000272094	lncRNA	AC091614.1	44.41
ENSG00000272096	misc_RNA	RN7SL715P	48.95
ENSG00000272097	lncRNA	AL024498.1	44.75
ENSG00000272100	lncRNA	AL513218.1	52.94
ENSG00000272103	lncRNA	AC026741.1	37.05
ENSG00000272104	protein_coding	Z84492.1	56.45
ENSG00000272106	lncRNA	AL691432.2	57.36
ENSG00000272108	lncRNA	AC244517.1	32.26
ENSG00000272109	lncRNA	AC008906.2	43.8
ENSG00000272112	lncRNA	AC011374.2	36.12
ENSG00000272113	misc_RNA	Y_RNA	40
ENSG00000272114	lncRNA	AL136131.3	55.32
ENSG00000272115	lncRNA	AC233992.3	69.48
ENSG00000272121	lncRNA	AC006058.3	61.55
ENSG00000272123	lncRNA	AC008966.2	33.77
ENSG00000272128	lncRNA	AP006545.2	35.14
ENSG00000272129	lncRNA	AL359715.3	36.21
ENSG00000272130	lncRNA	AC091946.2	30.24
ENSG00000272134	processed_pseudogene	AC103810.6	48.35
ENSG00000272137	lncRNA	AL451064.1	29.94
ENSG00000272138	lncRNA	LINC01607	43.16
ENSG00000272139	lncRNA	AC113349.2	56.5
ENSG00000272140	lncRNA	AC022400.4	43.57
ENSG00000272141	lncRNA	AL390719.2	65.75
ENSG00000272142	lncRNA	AL359643.3	43.96
ENSG00000272143	lncRNA	FGF14-AS2	51.49
ENSG00000272144	lncRNA	AC025171.4	40.4
ENSG00000272145	lncRNA	NFYC-AS1	49.61
ENSG00000272146	lncRNA	ARF4-AS1	45.01
ENSG00000272148	lncRNA	AC013403.2	42.5
ENSG00000272149	lncRNA	AC112211.1	48.45
ENSG00000272150	transcribed_unprocessed_pseudogene	NBPF25P	41.78
ENSG00000272153	lncRNA	AL365330.1	53.86
ENSG00000272154	lncRNA	AC244517.2	38.76
ENSG00000272155	lncRNA	AC055822.1	39.55
ENSG00000272156	lncRNA	AC008280.3	41.38
ENSG00000272157	lncRNA	AC107373.2	57.14
ENSG00000272158	lncRNA	AL139022.2	37.25
ENSG00000272159	lncRNA	AC087623.3	42.59
ENSG00000272160	snRNA	RNU4-5P	40.74
ENSG00000272161	lncRNA	AL589739.1	62.07
ENSG00000272162	protein_coding	AL024498.2	42.47
ENSG00000272163	lncRNA	AF106564.1	56.17
ENSG00000272164	processed_pseudogene	AC005972.2	42.41
ENSG00000272166	snoRNA	AC093416.1	29.69
ENSG00000272167	lncRNA	AL606537.1	42.91
ENSG00000272168	lncRNA	CASC15	39.41
ENSG00000272170	lncRNA	AL355385.1	52.57
ENSG00000272172	lncRNA	AC138696.2	66.37
ENSG00000272173	lncRNA	U47924.2	53.6
ENSG00000272175	lncRNA	AL050343.3	35.71
ENSG00000272180	lncRNA	AC011306.1	39.37
ENSG00000272181	lncRNA	AC012557.2	29.43
ENSG00000272182	lncRNA	AC135507.1	36.54
ENSG00000272183	lncRNA	AC005041.3	57.94
ENSG00000272186	lncRNA	AP003392.5	49.54
ENSG00000272189	lncRNA	AL024508.2	44.51
ENSG00000272192	lncRNA	AC100812.1	39.66
ENSG00000272195	lncRNA	AL356512.1	62.79
ENSG00000272196	protein_coding	HIST2H2AA4	61.7
ENSG00000272197	misc_RNA	RN7SL803P	53.42
ENSG00000272202	lncRNA	AC097358.2	66.09
ENSG00000272203	lncRNA	AC004775.1	37.85
ENSG00000272205	lncRNA	AL451050.2	58.21
ENSG00000272209	lncRNA	AL023583.1	32.28
ENSG00000272211	lncRNA	AC114760.2	37.88
ENSG00000272215	snRNA	U7	46.03
ENSG00000272217	lncRNA	AL645940.1	42.07
ENSG00000272218	lncRNA	AC108865.2	34.95
ENSG00000272219	lncRNA	AC005072.1	46.94
ENSG00000272220	transcribed_processed_pseudogene	AC103810.7	44.92
ENSG00000272221	lncRNA	AL645933.2	44.49
ENSG00000272223	lncRNA	AL136304.1	43.03
ENSG00000272226	lncRNA	AL136985.2	46.54
ENSG00000272230	miRNA	MIR3666	48.65
ENSG00000272232	misc_RNA	RN7SL726P	53.85
ENSG00000272234	lncRNA	AC008945.1	34.6
ENSG00000272235	lncRNA	AL590438.1	54.23
ENSG00000272236	lncRNA	AL645939.4	50.62
ENSG00000272237	snoRNA	AC073065.2	41.23
ENSG00000272239	lncRNA	AC011373.1	35.86
ENSG00000272240	lncRNA	AC004908.1	43.81
ENSG00000272243	lncRNA	AL356277.3	36.55
ENSG00000272247	lncRNA	AC080013.5	51.84
ENSG00000272248	lncRNA	AL138831.2	47.76
ENSG00000272249	lncRNA	AP003117.2	36.15
ENSG00000272253	rRNA_pseudogene	RNA5SP386	53.27
