sample_id,enable,report_group_ids,color_by,ncbi_accession,ref_group_ids,year,country,Country/inferred country of contamination,Inferred Continent of contamination,strain_name,Inferred Region of contamination (for Figures),origin,type,Place of sampling (Water),species,serotype,STM 3356  d-Tar- specific SNV,phage_type,MLST,lineage,genotype,antimicrobial,Chromosomal coverage (%),Average chromosomal read depth,% reads mapped,Total reads,Num SNVs,Num heterozygous SNVs,Num indels,Num contigs,Genome size (bp),Ratio heterozygous/homozygous SNVs,Accession nos (circularized genomes),Accession nos (draft genomes),publication_source,ploidy
38-87__1987__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737506,Salmonella_enterica_GCF_039778255_1,1987,France,France,Europe,38-87,Europe,Human,Stools,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.8,none,99.93,53.08,93.9939,2517722,258,33,12,43,4708301,0.127906977,,,This study,1
201106616__2011__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736550,Salmonella_enterica_GCF_039778255_1,2011,France,Turkey,Asia,201106616,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,none,99.88,145.99,97.6767,4929714,252,98,8,100,4585494,0.388888889,,,This study,1
201006986__2010__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736525,Salmonella_enterica_GCF_039778255_1,2010,France,Turkey,Asia,201006986,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,none,99.94,47.45,95.31,2213616,257,34,8,56,4711231,0.13229572,,,This study,1
201005812__2010__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736520,Salmonella_enterica_GCF_039778255_1,2010,France,Turkey,Asia,201005812,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,none,99.94,86.15,95.7047,4007388,261,15,9,59,4739288,0.057471264,,,This study,1
201706695__2017__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736573,Salmonella_enterica_GCF_039778255_1,2017,France,Turkey,Asia,201706695,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,none,99.89,94.6,93.9808,3277366,248,87,11,84,4595093,0.350806452,,,This study,1
421207__2017__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR7879553,Salmonella_enterica_GCF_039778255_1,2017,United Kingdom,Turkey,Asia,421207,Middle East,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,none,99.94,118.2,97.2948,5737348,268,65,11,69,4736834,0.242537313,,,Chattaway et al. Microb Genom. 2021,1
201610803__2016__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736564,Salmonella_enterica_GCF_039778255_1,2016,France,Turkey,Asia,201610803,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,none,99.57,73.72,97.6489,2408286,248,105,5,178,4604742,0.423387097,,,This study,1
201005693__2010__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736548,Salmonella_enterica_GCF_039778255_1,2010,France,Turkey,Asia,201005693,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,gyrA_D87N,99.94,179.38,97.4273,6051960,254,71,12,67,4647159,0.279527559,,,This study,1
09-6723__2009__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR460168,Salmonella_enterica_GCF_039778255_1,2009,France,Turkey,Asia,09-6723,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,none,99.94,88.65,97.1513,4648394,250,47,9,89,4735570,0.188,,,Connor et al. Mbio. 2016,1
201508837__2015__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736557,Salmonella_enterica_GCF_039778255_1,2015,France,Turkey,Asia,201508837,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,none,99.93,115.38,97.372,3962912,253,90,7,83,4620305,0.355731225,,,This study,1
201807193__2018__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736591,Salmonella_enterica_GCF_039778255_1,2018,France,Turkey,Asia,201807193,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,none,99.89,116.48,97.5913,3924520,262,111,9,107,4680358,0.423664122,,,This study,1
201006170__2010__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736522,Salmonella_enterica_GCF_039778255_1,2010,France,Turkey,Asia,201006170,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,none,99.94,62.24,96.3452,2882562,260,23,11,53,4733121,0.088461538,,,This study,1
201005837__2010__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736521,Salmonella_enterica_GCF_039778255_1,2010,France,Turkey,Asia,201005837,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,none,99.94,85.98,95.3874,3997392,255,12,7,78,4741530,0.047058824,,,This study,1
200704851__2007__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737412,Salmonella_enterica_GCF_039778255_1,2007,France,Turkey,Asia,200704851,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,none,99.92,136.94,97.3762,4718344,248,78,6,90,4597212,0.314516129,,,This study,1
09-5700__2009__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR460166,Salmonella_enterica_GCF_039778255_1,2009,France,Turkey,Asia,09-5700,Middle East,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,none,99.88,87.9,97.2215,4657216,250,74,9,97,4730756,0.296,,,Connor et al. Mbio. 2016,1
201007762__2010__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736528,Salmonella_enterica_GCF_039778255_1,2010,France,Turkey,Asia,201007762,Middle East,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,none,99.94,91.21,96.3724,4229368,256,17,9,61,4735398,0.06640625,,,This study,1
200806317__2008__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737416,Salmonella_enterica_GCF_039778255_1,2008,France,Turkey,Asia,200806317,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,none,99.9,102.88,97.5032,3557554,245,90,4,110,4680006,0.367346939,,,This study,1
201003876__2010__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736518,Salmonella_enterica_GCF_039778255_1,2010,France,France,Europe,201003876,Europe,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,none,99.93,119.15,95.9208,5530368,252,14,9,84,4746507,0.055555556,,,This study,1
H83580298__2008__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR023398,Salmonella_enterica_GCF_039778255_1,2008,United Kingdom,Turkey,Asia,H83580298,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,none,99.94,69.64,94.4571,6497808,249,46,5,121,4718206,0.184738956,,,Connor et al. Mbio. 2016,1
201106792__2011__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736551,Salmonella_enterica_GCF_039778255_1,2011,France,Turkey,Asia,201106792,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,gyrA_D87Y,99.92,223.25,97.2085,7498668,269,62,7,68,4736324,0.230483271,,,This study,1
201710471__2017__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736582,Salmonella_enterica_GCF_039778255_1,2017,France,Turkey,Asia,201710471,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,gyrA_D87Y,99.79,90.77,97.23,3075050,241,119,9,92,4355471,0.493775934,,,This study,1
201609244__2016__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736540,Salmonella_enterica_GCF_039778255_1,2016,France,Turkey,Asia,201609244,Middle East,Human,Blood,NA,S. enterica,"ND:b:1,2",Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,gyrA_D87Y,99.7,100.04,97.5115,3384780,249,78,8,179,4595586,0.313253012,,,This study,1
09-6106__2009__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736509,Salmonella_enterica_GCF_039778255_1,2009,France,Turkey,Asia,09-6106,Middle East,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,gyrA_D87Y,99.93,153.77,97.4703,5221244,253,80,7,77,4729760,0.316205534,,,This study,1
200906025__2009__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737419,Salmonella_enterica_GCF_039778255_1,2009,France,Turkey,Asia,200906025,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,gyrA_D87Y,99.89,109.64,97.6945,3807956,246,105,7,96,4668302,0.426829268,,,This study,1
201006689__2010__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736529,Salmonella_enterica_GCF_039778255_1,2010,France,Turkey,Asia,201006689,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,gyrA_D87Y,99.94,143.04,93.1298,6819530,260,13,10,77,4738198,0.05,,,This study,1
201307935__2013__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736533,Salmonella_enterica_GCF_039778255_1,2013,France,Turkey,Asia,201307935,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.2_Turkey3,gyrA_D87Y,99.93,24.63,94.0894,1165016,261,72,8,39,4611263,0.275862069,,,This study,1
535359__2018__Iraq__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR7350793,Salmonella_enterica_GCF_039778255_1,2018,United Kingdom,Iraq,Asia,535359,Middle East,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.3_MiddleEast3,none,99.94,50.7,98.2533,2417158,258,37,12,51,4636690,0.143410853,,,Chattaway et al. Microb Genom. 2021,1
541373__2018__Iraq__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR7439523,Salmonella_enterica_GCF_039778255_1,2018,United Kingdom,Iraq,Asia,541373,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.3_MiddleEast3,none,99.91,48.35,92.4837,2451882,276,33,11,48,4749021,0.119565217,,,Chattaway et al. Microb Genom. 2021,1
452518__2017__Iraq__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR8524709,Salmonella_enterica_GCF_039778255_1,2017,United Kingdom,Iraq,Asia,452518,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.3_MiddleEast3,none,99.94,45.47,97.9137,2182152,262,44,10,43,4675934,0.167938931,,,Chattaway et al. Microb Genom. 2021,1
201800797__2018__Iraq__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736587,Salmonella_enterica_GCF_039778255_1,2018,France,Iraq,Asia,201800797,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.3_MiddleEast3,none,99.83,102.32,98.5257,3415968,241,78,8,150,4609636,0.323651452,,,This study,1
529880__2018__Iraq__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR7443872,Salmonella_enterica_GCF_039778255_1,2018,United Kingdom,Iraq,Asia,529880,Middle East,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.3_MiddleEast3,none,99.94,75.12,97.5207,3623972,263,60,11,53,4693812,0.228136882,,,Chattaway et al. Microb Genom. 2021,1
22-80__1980__Iraq__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737483,Salmonella_enterica_GCF_039778255_1,1980,Iraq,Iraq,Asia,22-80,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.8.4_MiddleEast4,none,99.8,154.28,97.5911,5162532,307,106,22,78,4628315,0.345276873,,,This study,1
200006752__2000__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737400,Salmonella_enterica_GCF_039778255_1,2000,France,Turkey,Asia,200006752,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.8.4_MiddleEast4,none,99.89,120.4,97.0485,4144080,253,57,9,107,4630868,0.225296443,,,This study,1
1008776__2020__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR12887424,Salmonella_enterica_GCF_039778255_1,2020,United Kingdom,Turkey,Asia,1008776,Middle East,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.4_MiddleEast4,none,99.94,124.76,95.2815,6227694,281,58,12,72,4730790,0.206405694,,,Chattaway et al. Microb Genom. 2023,1
201907724__2019__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736607,Salmonella_enterica_GCF_039778255_1,2019,France,Turkey,Asia,201907724,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.4_MiddleEast4,none,99.92,112.45,97.172,3761402,266,70,8,81,4748745,0.263157895,,,This study,1
B97-8064__1997__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737634,Salmonella_enterica_GCF_039778255_1,1997,France,Turkey,Asia,B97-8064,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.4_MiddleEast4,none,99.88,119.89,97.4878,4115650,246,90,5,88,4643586,0.365853659,,,This study,1
B94-8105__1994__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737630,Salmonella_enterica_GCF_039778255_1,1994,France,Turkey,Asia,B94-8105,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.8.4_MiddleEast4,none,99.86,124.33,97.3392,4272290,264,93,3,122,4530558,0.352272727,,,This study,1
200606302__2006__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737409,Salmonella_enterica_GCF_039778255_1,2006,France,Turkey,Asia,200606302,Middle East,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.4_MiddleEast4,none,99.92,118.24,97.4021,4056476,274,69,7,83,4751150,0.251824818,,,This study,1
77-89__1989__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737576,Salmonella_enterica_GCF_039778255_1,1989,France,Turkey,Asia,77-89,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.8.4_MiddleEast4,none,99.94,82.01,95.2353,3250414,258,11,11,48,4774448,0.042635659,,,This study,1
22-59__1959__Luxembourg__Unknown,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737481,Salmonella_enterica_GCF_039778255_1,1959,Luxembourg,Luxembourg,Europe,22-59,Europe,Unknown,,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.8.5_EuropeNorthAfrica,none,98.86,85.23,98.4491,2777760,224,69,6,67,4599468,0.308035714,,,This study,1
169-74__1974__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737462,Salmonella_enterica_GCF_039778255_1,1974,France,France,Europe,169-74,Europe,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.8.5_EuropeNorthAfrica,none,99.94,201.73,97.6072,7799366,227,8,12,61,4710569,0.035242291,,,This study,1
4-57__1957__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737374,Salmonella_enterica_GCF_039778255_1,1957,France,France,Europe,4-57,Europe,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.8.5_EuropeNorthAfrica,none,99.93,133.81,97.306,4651622,224,120,5,70,4675101,0.535714286,,,This study,1
87-76__1976__France__Environment,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737593,Salmonella_enterica_GCF_039778255_1,1976,France,France,Europe,87-76,Europe,Environment,River water,Canal de la Sambre (Jeumont),S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.8.5_EuropeNorthAfrica,none,99.92,157.61,97.67,5381922,234,118,7,71,4557649,0.504273504,,,This study,1
